Discount,Total_Sales,Total_Profit,Average_Profit
7.26,57127.84,16267.86,5422.62
7.27,122032.68,28798.71,7199.6775
7.28,392205.6,120762.02,24152.404000000002
7.29,196916.04,58731.09999999999,19577.03333333333
7.3,113557.5,33112.64,8278.16
7.31,3058.77,617.8,308.9
7.32,4634.0,1846.65,1846.65
7.33,213141.0,41837.76,10459.44
7.34,444768.0,73909.95999999999,36954.979999999996
7.35,175571.75,63692.46000000001,10615.410000000002
7.36,141924.48,23064.920000000002,11532.460000000001
7.37,463798.41000000003,103231.48,17205.246666666666
7.38,4631.0,1273.01,1273.01
7.39,141137.64,35541.93,17770.965
7.4,64820.0,14656.2,7328.1
7.41,249993.0,67717.88,33858.94
7.43,216150.94999999998,49482.84,9896.568
7.44,140228.4,26305.53,6576.3825
7.45,46645.2,15642.97,7821.485
7.46,92540.0,36703.23,36703.23
7.47,87440.85,20908.34,10454.17
7.48,1480.32,532.94,532.94
7.49,86404.34,23190.2,4638.04
7.5,107762.5,33704.49,8426.1225
7.51,26822.1,7340.450000000001,3670.2250000000004
7.53,55482.0,14455.21,14455.21
7.54,2311.5,864.76,864.76
7.56,23110.0,3781.04,3781.04
7.57,138645.0,46127.47,23063.735
7.58,68483.22,17059.96,5686.653333333333
7.6,4620.0,717.19,717.19
7.61,65134.95,12838.84,3209.71
7.62,121941.6,26122.82,8707.606666666667
7.63,1477.92,549.11,549.11
7.64,110832.0,18956.34,18956.34
7.65,85423.75,28124.21,14062.105
7.66,25116.48,5330.49,1776.83
7.67,36932.0,8515.43,2128.8575
7.69,14308.05,4855.54,1618.5133333333333
7.7,57687.5,11331.619999999999,5665.8099999999995
7.71,156893.0,45315.31999999999,15105.106666666665
7.72,50754.0,13043.349999999999,6521.674999999999
7.73,204839.4,60456.93000000001,20152.31
7.74,275488.36,76690.70999999999,9586.338749999999
7.75,23616.0,4364.06,2182.03
7.76,122218.0,34069.28,8517.32
7.77,18446.0,4306.15,4306.15
7.79,381749.4,111987.23,18664.538333333334
7.8,55320.0,21508.77,21508.77
7.81,101409.0,22595.38,7531.793333333334
7.82,94023.6,19480.61,9740.305
7.83,125904.22,46042.92999999999,11510.732499999998
7.84,44236.8,11209.25,5604.625
7.85,239590.0,68971.1,34485.55
7.86,59891.0,18621.5,9310.75
7.87,175047.0,35996.21,11998.736666666666
7.88,231221.2,62669.43,15667.3575
7.9,75153.6,17308.58,5769.526666666668
7.91,10129.9,2613.8599999999997,653.4649999999999
7.93,55242.0,19546.03,19546.03
7.94,48331.5,15007.84,5002.613333333334
7.95,36820.0,9127.49,9127.49
7.96,5522.4,1404.71,1404.71
7.97,263205.8,62840.850000000006,10473.475
7.98,28986.3,9557.02,4778.51
7.99,14261.55,2551.71,1275.855
8.0,64400.0,22948.93,11474.465
8.01,44155.2,13125.52,13125.52
8.02,9198.0,1573.17,1573.17
8.03,28326.76,9054.279999999999,3018.093333333333
8.04,105294.2,25278.170000000002,6319.5425000000005
8.06,44131.2,9943.55,9943.55
8.07,224768.85,45029.840000000004,22514.920000000002
8.08,16729.440000000002,4380.52,1460.1733333333334
8.09,71230.25,13811.740000000002,4603.913333333334
8.1,252725.0,65905.46,21968.486666666668
8.12,250832.4,76374.55,25458.183333333334
8.13,130822.88,28894.469999999998,9631.49
8.15,25718.0,4176.18,2088.09
8.16,211232.0,57821.96,14455.49
8.17,155835.51,42682.25,8536.45
8.18,137730.0,34632.08,17316.04
8.19,257802.48,60327.92,12065.583999999999
8.2,29376.0,8342.34,4171.17
8.21,119327.0,38271.3,9567.825
8.23,110124.0,41718.34,41718.34
8.24,2936.32,550.79,550.79
8.25,11468.75,4396.81,4396.81
8.26,224304.3,58055.95,29027.975
8.27,183460.0,54035.52,13508.88
8.28,27149.12,7084.13,2361.3766666666666
8.29,4585.5,1002.02,1002.02
8.3,6877.5,2695.8,2695.8
8.31,116629.68,26456.5,6614.125
8.32,119184.0,30021.489999999998,15010.744999999999
8.33,25117.58,4872.049999999999,1624.0166666666664
8.34,199818.8,52317.79,13079.4475
8.35,4124.25,1588.67,1588.67
8.36,109051.6,36294.3,7258.860000000001
8.37,2199.12,757.07,757.07
8.38,98949.6,20993.1,10496.55
8.39,36644.0,13065.56,13065.56
8.4,2748.0,664.54,664.54
8.42,219792.0,62027.17,62027.17
8.43,279288.5,76982.02,19245.505
8.44,193649.4,49942.82000000001,16647.60666666667
8.45,9795.85,3632.5699999999997,1816.2849999999999
8.46,65542.64,13351.980000000001,4450.660000000001
8.47,16017.75,2858.8,1429.4
8.48,240880.64,58798.65,14699.6625
8.49,353594.64,90971.41,18194.282
8.5,193522.5,58385.92,19461.97333333333
8.51,329364.0,129351.45999999999,64675.729999999996
8.52,405256.4,135033.77,27006.753999999997
8.53,246969.0,62587.83,31293.915
8.54,130879.26000000001,33585.99,6717.197999999999
8.55,203933.5,35335.34,11778.446666666665
8.56,274320.0,49324.99,49324.99
8.58,2742.6,1079.75,1079.75
8.59,140679.99,27125.800000000003,6781.450000000001
8.6,333610.0,82916.82,27638.940000000002
8.61,12885.99,2651.42,883.8066666666667
8.62,245172.54,81207.28,13534.546666666667
8.63,18274.0,6791.29,6791.29
8.64,99582.4,24459.12,6114.78
8.65,6851.25,2148.35,2148.35
8.66,164686.02,37122.28999999999,7424.457999999999
8.67,21005.9,3597.02,1798.51
8.68,101821.8,37324.6,12441.533333333333
8.69,79896.25,17715.27,5905.09
8.71,139217.25,47676.909999999996,11919.227499999999
8.72,231120.96,45176.61,9035.322
8.73,92639.05,25264.82,8421.606666666667
8.74,73920.6,17974.4,5991.466666666667
8.75,3650.0,949.93,949.93
8.76,18977.92,3590.5099999999998,1795.2549999999999
8.77,202165.68,45498.54,15166.18
8.78,17331.8,3900.4,1300.1333333333334
8.79,15961.75,3935.5200000000004,1967.7600000000002
8.81,470084.45,125939.58,25187.916
8.82,43766.4,15582.6,15582.6
8.83,3646.8,663.73,663.73
8.84,18232.0,6677.67,6677.67
8.85,112114.5,26712.590000000004,8904.196666666669
8.87,11755.77,2395.81,798.6033333333334
8.88,66973.2,13493.52,4497.84
8.89,10477.65,2818.92,1409.46
8.9,29607.5,4820.16,2410.08
8.91,22772.5,7998.15,3999.075
8.92,116127.0,31984.52,15992.26
8.93,44624.3,9682.09,3227.3633333333332
8.94,239032.5,45691.68,9138.336
8.95,2185.2,680.65,340.325
8.96,163872.0,45832.9,45832.9
8.98,13106.88,3844.21,1922.105
8.99,32763.6,10190.24,10190.24
9.0,116480.0,40003.52,13334.506666666666
9.01,71427.15,14832.65,3708.1625
9.02,186509.0,43128.95,14376.316666666666
9.03,13645.5,3047.8199999999997,1523.9099999999999
9.04,156087.36000000002,39956.03,7991.206
9.05,35470.5,7833.51,2611.17
9.06,289189.2,65428.32,13085.664
9.08,9092.0,2315.15,2315.15
9.09,9091.0,2829.54,2829.54
9.1,47268.0,9504.02,4752.01
9.13,330675.93,115121.48999999999,23024.298
9.14,4088.7,1005.14,1005.14
9.15,209318.4,80853.98000000001,26951.32666666667
9.16,115821.0,23320.76,11660.38
9.17,201642.6,56961.04,14240.26
9.18,138500.5,35222.3,11740.766666666668
9.19,138485.25,43955.759999999995,8791.151999999998
9.2,437656.0,119186.28,19864.38
9.21,54474.0,12508.19,12508.19
9.22,163404.0,48153.73,48153.73
9.23,58818.96000000001,16732.79,5577.596666666667
9.24,19967.2,4798.04,2399.02
9.25,111804.0,44462.94,22231.47
9.26,221405.6,60088.1,20029.366666666665
9.27,122031.85,28273.46,5654.692
9.28,124740.0,29801.190000000002,5960.238
9.29,244917.0,73769.04000000001,24589.680000000004
9.3,108840.0,41623.78,41623.78
9.31,208587.0,55493.170000000006,27746.585000000003
9.32,261158.4,88147.28,14691.213333333333
9.33,241544.88,37812.020000000004,12604.006666666668
9.34,59835.6,21454.11,10727.055
9.35,108780.0,41753.94,41753.94
9.36,321772.0,67676.03,22558.676666666666
9.37,123256.8,43134.5,14378.166666666666
9.38,55821.92,21315.37,10657.685
9.39,86623.15999999999,14831.54,4943.846666666667
9.4,44575.2,11483.119999999999,3827.7066666666665
9.41,3623.6,1252.37,1252.37
9.42,70199.5,24143.350000000002,8047.783333333334
9.43,164384.55,26450.39,13225.195
9.44,72448.0,20612.65,20612.65
9.45,221847.5,55909.39,13977.3475
9.46,280674.0,94300.81999999999,47150.409999999996
9.47,32590.8,9391.72,3130.5733333333333
9.48,362080.0,111905.09999999999,55952.549999999996
9.5,54300.0,20682.79,20682.79
9.51,108588.0,30069.559999999998,15034.779999999999
9.52,259225.2,97009.93,19401.985999999997
9.53,66947.8,23161.45,7720.483333333334
9.55,36180.0,5865.82,5865.82
9.57,2712.9,687.67,687.67
9.59,204326.6,47840.7,7973.45
9.6,83439.2,27907.41,9302.47
9.61,118862.85,42265.19,14088.396666666667
9.62,280178.0,106671.32,53335.66
9.63,247613.8,77819.41,19454.8525
9.66,27824.72,5702.66,1425.665
9.67,4516.5,1599.76,1599.76
9.68,185878.56,50143.92,10028.784
9.69,220356.4,67499.62000000001,33749.810000000005
9.7,4063.5,1306.23,653.115
9.71,15800.75,4908.6900000000005,2454.3450000000003
9.72,243756.0,50729.03,10145.806
9.73,115094.25,29478.57,14739.285
9.74,31591.0,5719.23,2859.615
9.75,86640.0,25787.579999999998,12893.789999999999
9.76,604517.76,201834.79,33639.13166666667
9.77,129931.2,34063.17,17031.585
9.78,54132.0,17650.95,17650.95
9.79,2165.04,449.65,449.65
9.8,54120.0,14810.76,14810.76
9.81,24802.25,7705.19,3852.595
9.83,24796.75,4928.3,1642.7666666666667
9.84,92414.0,28812.35,7203.0875
9.85,58597.5,20165.67,6721.889999999999
9.86,129801.6,41849.19,13949.730000000001
9.87,2884.16,1084.44,1084.44
9.88,10453.92,3447.54,1723.77
9.89,292857.5,83520.54,16704.108
9.9,43248.0,10929.16,10929.16
9.91,118468.35,19770.33,6590.110000000001
9.92,4504.0,1650.05,1650.05
9.93,21616.8,8001.51,8001.51
9.94,11257.5,2573.88,2573.88
9.95,29266.25,9076.0,3025.3333333333335
9.96,4051.8,1161.54,1161.54
9.97,279093.0,54810.990000000005,27405.495000000003
9.98,265108.9,72870.1,18217.525
9.99,78308.7,20632.03,5158.0075
10.0,171450.0,41160.07,10290.0175
10.03,143952.0,45788.59,22894.295
10.04,4048.2,1362.89,1362.89
10.05,89950.0,20864.91,20864.91
10.06,67904.7,16764.5,4191.125
10.07,222127.1,62114.12,15528.53
10.08,54401.6,12518.56,4172.8533333333335
10.09,130369.5,46905.8,23452.9
10.1,91698.0,22147.84,7382.613333333334
10.11,104272.4,35146.22,8786.555
10.12,157290.0,50956.28,12739.07
10.13,46822.27,10114.98,3371.66
10.14,245497.52,60253.13,15063.2825
10.15,120848.25,38024.479999999996,9506.119999999999
10.16,1347.6,398.53,398.53
10.17,289701.75,94809.34000000001,18961.868000000002
10.2,93392.0,35614.34,8903.585
10.21,193946.4,43444.94,10861.235
10.22,8080.2,1588.75,794.375
10.23,130705.12,39797.61,7959.522
10.24,21542.4,5853.63,5853.63
10.25,367975.0,114918.76000000001,28729.690000000002
10.26,1435.84,415.71,415.71
10.27,305530.64999999997,103148.27,20629.654000000002
10.29,269130.0,48574.07,48574.07
10.3,188370.0,33122.34,11040.779999999999
10.31,9417.45,2003.86,1001.93
10.32,221419.92,61079.729999999996,15269.932499999999
10.33,6725.25,1512.9,1512.9
10.34,14793.9,5271.98,2635.99
10.35,61679.2,13328.55,3332.1375
10.36,25995.6,5494.92,2747.46
10.37,53778.0,11994.51,11994.51
10.38,135326.2,35506.59,8876.6475
10.39,8961.0,2427.88,1213.94
10.4,4480.0,1366.1,1366.1
10.41,91113.03,31275.31,7818.8275
10.42,67185.0,13280.01,4426.67
10.43,10300.55,2021.6499999999999,1010.8249999999999
10.44,223900.0,55081.58,18360.52666666667
10.45,94923.0,28137.79,5627.558
10.46,16475.36,3943.03,1314.3433333333335
10.47,43869.7,16097.77,8048.885
10.48,12085.2,2180.19,1090.095
10.49,15664.25,3784.15,1892.075
10.5,251316.0,72706.39,24235.463333333333
10.51,161082.0,29326.79,14663.395
10.52,9663.84,2866.47,1433.235
10.53,35788.0,5777.46,5777.46
10.54,107352.0,22719.04,11359.52
10.55,136858.5,53492.47,26746.235
10.56,42931.2,7612.01,3806.005
10.57,315687.9,105804.78,13225.5975
10.58,53652.0,19901.3,19901.3
10.59,140820.75,43619.020000000004,21809.510000000002
10.6,272670.0,67610.26,13522.052
10.61,235989.6,57123.409999999996,19041.136666666665
10.63,232362.0,79015.05,26338.350000000002
10.64,440098.0,132819.01,44273.003333333334
10.65,80415.0,18259.37,9129.685
10.67,17866.0,5805.29,5805.29
10.68,196504.0,51332.79,12833.1975
10.69,163437.3,45275.42,11318.855
10.71,22858.239999999998,5577.459999999999,2788.7299999999996
10.72,188202.24,49618.42,16539.47333333333
10.73,350384.75,87677.64,21919.41
10.75,57566.25,11704.939999999999,5852.469999999999
10.76,464048.0,153817.82,51272.60666666667
10.79,5084.969999999999,940.4499999999999,470.22499999999997
10.8,219432.0,44773.36,14924.453333333333
10.81,4459.5,847.76,847.76
10.82,299644.8,104747.97,52373.985
10.83,13375.5,3490.73,3490.73
10.84,213984.0,52292.0,26146.0
10.86,351211.6,116484.53,23296.906
10.88,89120.0,27554.12,9184.706666666667
10.89,1425.76,286.28,286.28
10.9,213840.0,85028.55,85028.55
10.91,39912.32,6862.02,2287.34
10.92,56120.4,16188.009999999998,8094.004999999999
10.93,8907.0,2804.49,2804.49
10.94,58156.18,9847.52,3282.5066666666667
10.96,22260.0,6747.24,3373.62
10.97,245722.8,80153.27,40076.635
10.98,88396.86,25956.050000000003,6489.012500000001
10.99,17802.0,3166.56,3166.56
11.02,35592.0,7757.51,7757.51
11.03,20641.04,5616.280000000001,1872.0933333333335
11.04,245529.6,68062.92,17015.73
11.05,26685.0,5423.11,5423.11
11.06,142304.0,46168.479999999996,23084.239999999998
11.07,273459.75,106964.44,35654.81333333333
11.08,21340.8,4833.31,4833.31
11.09,162171.84,43872.35,21936.175
11.1,2222.5,608.87,608.87
11.11,189780.15,51784.49,10356.898
11.12,53328.0,14842.14,14842.14
11.13,120863.2,38840.0,12946.666666666666
11.14,267290.88,94312.29,47156.145
11.15,1421.6,252.49,252.49
11.16,2132.16,505.05,505.05
11.17,59960.25,18508.100000000002,9254.050000000001
11.18,11368.96,3964.8399999999997,1982.4199999999998
11.19,88810.0,29816.26,14908.13
11.2,8880.0,3170.4700000000003,1585.2350000000001
11.21,17314.05,4153.469999999999,2076.7349999999997
11.23,115844.85,34835.729999999996,4976.532857142856
11.24,119293.44,29426.960000000003,9808.986666666668
11.25,479250.0,165216.84,82608.42
11.26,10648.8,1907.5,1907.5
11.27,5323.8,931.73,931.73
11.28,190748.0,61337.38,15334.345
11.29,8072.61,2798.44,1399.22
11.3,32641.6,12075.14,6037.57
11.31,215073.25,42573.24,14191.08
11.32,207511.2,41570.41,10392.6025
11.33,94433.55,22053.14,7351.046666666666
11.34,38123.8,8280.17,2760.056666666667
11.35,21719.25,4502.25,1500.75
11.36,83321.6,27105.89,13552.945
11.37,132945.0,38454.42,38454.42
11.38,40410.72,8608.22,2869.4066666666663
11.39,24367.75,6129.19,3064.595
11.4,137330.0,38580.54,9645.135
11.41,6644.25,1597.22,1597.22
11.42,17716.0,3303.59,3303.59
11.43,325494.75,99012.54999999999,33004.18333333333
11.44,8856.0,2284.0,2284.0
11.45,176922.9,64036.43,7115.158888888889
11.46,159372.0,55950.28,27975.14
11.47,136778.85,45116.560000000005,11279.140000000001
11.48,140746.8,44147.7,11036.925
11.49,254908.8,74702.16,18675.54
11.5,159300.0,27631.15,27631.15
11.51,263700.2,83302.18000000001,20825.545000000002
11.52,422492.0,110757.69,27689.4225
11.53,2831.04,543.78,271.89
11.54,8846.0,2073.83,2073.83
11.55,190167.5,36734.09,12244.696666666665
11.56,205003.91999999998,62540.229999999996,15635.057499999999
11.57,265290.0,64883.27,21627.756666666664
11.58,176840.0,63134.66,31567.33
11.59,58792.65,12235.46,4078.486666666666
11.6,127738.0,39664.31,9916.0775
11.61,20064.53,3944.39,1314.7966666666666
11.62,10605.6,4012.81,4012.81
11.63,265110.0,103771.57,103771.57
11.64,71129.8,22424.17,5606.0425
11.65,11927.25,3696.9399999999996,1848.4699999999998
11.66,11925.9,3966.67,1983.335
11.67,14132.8,5146.53,2573.265
11.68,45749.759999999995,7510.59,2503.53
11.69,8831.0,1861.27,1861.27
11.7,114348.5,33538.39,11179.463333333333
11.71,5473.98,1022.48,511.24
11.72,71771.64,24325.410000000003,6081.352500000001
11.73,6620.25,2536.69,2536.69
11.74,230358.6,74833.76000000001,18708.440000000002
11.75,323524.5,102943.6,20588.72
11.76,39266.8,8161.52,2720.5066666666667
11.77,52938.0,14473.45,14473.45
11.78,176087.12,64866.95,12973.39
11.79,105852.0,32749.09,16374.545
11.8,37044.0,8474.35,2824.7833333333333
11.81,123466.0,27198.52,13599.26
11.82,61726.0,23958.030000000002,11979.015000000001
11.84,41876.0,12940.22,2588.044
11.85,23800.5,8443.960000000001,4221.9800000000005
11.86,38076.48,14488.130000000001,7244.0650000000005
11.87,163040.5,52388.61,17462.87
11.88,22470.6,8011.09,4005.545
11.89,100004.85,31006.11,7751.5275
11.9,57265.0,19332.280000000002,9666.140000000001
11.91,110112.5,37662.42,9415.605
11.92,26424.0,5530.74,5530.74
11.93,7397.879999999999,1377.26,459.08666666666664
11.94,4403.0,1636.17,1636.17
11.95,88050.0,21765.5,21765.5
11.96,45340.6,10977.91,3659.3033333333333
11.97,143048.75,37375.43,12458.476666666667
11.98,19804.5,5224.35,2612.175
11.99,180860.55,61317.93,15329.4825
12.0,371272.0,69137.03,9876.718571428572
12.01,137792.34,52831.799999999996,17610.6
12.02,63785.5,18044.21,9022.105
12.03,147789.6,28999.43,14499.715
12.04,2638.8,599.15,599.15
12.05,153912.5,35550.82,17775.41
12.06,54083.1,15302.69,7651.345
12.07,34292.7,11256.609999999999,5628.304999999999
12.08,263760.0,70233.6,70233.6
12.09,293971.04,89626.33,12803.761428571428
12.1,17580.0,5964.99,2982.495
12.11,333542.55,112487.90999999999,28121.977499999997
12.12,272428.0,43464.829999999994,21732.414999999997
12.13,28469.88,5364.59,1788.1966666666667
12.14,131790.0,28597.210000000003,9532.403333333334
12.15,195378.4,62006.380000000005,15501.595000000001
12.16,10540.8,2104.89,2104.89
12.17,333754.0,86206.95,28735.649999999998
12.18,26346.0,6340.69,6340.69
12.19,702.48,261.08,261.08
12.2,26340.0,7244.71,7244.71
12.21,57063.5,19721.08,9860.54
12.22,68029.5,12786.02,4262.006666666667
12.23,2106.48,673.21,673.21
12.24,78984.0,24030.67,24030.67
12.25,250087.5,71894.89,23964.963333333333
12.27,3333.7400000000002,851.45,425.725
12.29,285057.5,57309.64,19103.213333333333
12.3,8770.0,2664.29,1332.145
12.31,4384.5,1498.3,1498.3
12.32,324942.08,71781.8,10254.542857142858
12.33,8767.0,1628.88,1628.88
12.34,127983.6,24126.05,8042.016666666666
12.35,34183.5,10933.81,5466.905
12.36,94651.2,32656.800000000003,16328.400000000001
12.37,255879.6,55024.54,13756.135
12.39,24793.63,9002.34,3000.78
12.41,6569.25,2609.81,2609.81
12.42,63232.76,20354.45,5088.6125
12.43,236439.0,68650.44,17162.61
12.44,18825.4,6297.700000000001,2099.2333333333336
12.45,88863.25,30133.4,10044.466666666667
12.46,19608.96,4410.34,1470.1133333333335
12.48,96709.59999999999,18613.98,6204.66
12.49,319411.5,109886.01,36628.67
12.5,263812.5,79961.51,11423.072857142857
12.51,104988.0,22642.05,22642.05
12.52,5336.28,1545.3899999999999,772.6949999999999
12.53,31489.199999999997,6898.91,3449.455
12.54,17054.7,4969.139999999999,2484.5699999999997
12.55,144292.5,28856.01,14428.005
12.56,177066.0,61186.86,15296.715
12.57,218575.0,71845.17,23948.39
12.58,58134.3,14819.900000000001,4939.966666666667
12.59,14859.7,4948.18,2474.09
12.6,73416.0,23076.399999999998,11538.199999999999
12.61,369659.7,92931.38,23232.845
12.62,219760.7,57141.97,14285.4925
12.63,4368.5,710.19,710.19
12.64,10920.0,2291.49,2291.49
12.65,132335.25,41480.67,10370.1675
12.66,52404.0,13360.77,13360.77
12.67,4366.5,969.69,969.69
12.68,42350.2,8589.45,2147.3625
12.69,52386.0,15152.07,7576.035
12.7,93585.6,17387.59,5795.863333333334
12.71,3491.6,1290.55,1290.55
12.72,301116.0,72011.72,24003.906666666666
12.73,17454.0,5555.8,5555.8
12.74,104712.0,17076.03,17076.03
12.75,136110.0,45594.13,15198.043333333333
12.76,47982.0,14796.99,3699.2475
12.78,3488.8,1003.74,501.87
12.79,137355.75,42875.189999999995,14291.729999999998
12.8,185300.0,63841.39,21280.463333333333
12.82,23102.7,4072.48,2036.24
12.83,193517.4,60364.24,20121.413333333334
12.84,87160.0,23637.95,23637.95
12.85,1307.25,369.47,369.47
12.86,17428.0,4596.63,4596.63
12.87,74060.5,21891.53,7297.176666666666
12.88,6534.0,2594.4,2594.4
12.89,4355.5,1572.3,1572.3
12.9,2787.2,644.94,644.94
12.91,94057.2,21966.25,10983.125
12.92,24469.48,8913.81,2228.4525
12.93,60687.79,12893.75,3223.4375
12.94,253779.9,54991.79,9165.298333333334
12.95,17410.0,3565.55,1782.775
12.96,295936.0,84939.71,28313.236666666668
12.97,8703.0,1902.24,1902.24
12.98,1392.32,299.8,299.8
12.99,23057.65,8077.45,2692.483333333333
13.0,121365.0,35107.64,5851.2733333333335
13.01,52194.0,13275.72,13275.72
13.03,111756.45,33339.770000000004,11113.256666666668
13.05,6521.25,2055.29,2055.29
13.06,11649.96,3902.2400000000002,1300.7466666666667
13.08,54933.44,20108.510000000002,6702.836666666667
13.09,106899.3,17053.62,8526.81
13.1,325875.0,94706.75,23676.6875
13.11,695.12,159.62,159.62
13.12,165506.4,43039.369999999995,10759.842499999999
13.13,17374.0,4369.74,4369.74
13.14,183795.76,61423.68,12284.736
13.15,235797.75,39652.600000000006,13217.533333333335
13.16,218489.44,42902.49,14300.83
13.17,2083.92,669.3,669.3
13.18,189528.06,31635.16,6327.032
13.19,103564.33,35454.06,7090.812
13.2,254324.0,48892.62,12223.155
13.21,81061.86,19374.19,4843.5475
13.22,12583.1,2687.5,1343.75
13.23,194364.8,63469.01,10578.168333333333
13.24,121464.0,36211.6,18105.8
13.25,69400.0,16065.65,16065.65
13.26,17348.0,6363.13,6363.13
13.27,25498.620000000003,7326.330000000001,2442.11
13.28,22113.6,8456.9,4228.45
13.29,86710.0,23634.56,11817.28
13.3,8670.0,2846.58,2846.58
13.31,382736.35,115799.47,23159.894
13.32,228401.80000000002,65573.69,9367.67
13.33,61275.69,11984.699999999999,3994.8999999999996
13.34,230082.3,68899.45,22966.483333333334
13.35,179798.75,50280.39,16760.13
13.36,135331.68,33542.14,11180.713333333333
13.37,14120.689999999999,3648.1700000000005,1216.0566666666668
13.38,57169.2,16299.24,8149.62
13.39,121513.83,30286.95,6057.39
13.4,137087.8,35058.22,7011.644
13.41,33337.149999999994,9046.39,3015.463333333333
13.42,155844.0,44204.5,44204.5
13.43,3462.8,959.79,959.79
13.44,199088.0,59068.58,19689.52666666667
13.45,2596.5,890.06,890.06
13.46,598683.72,169882.28,21235.285
13.47,79953.72,22694.62,7564.873333333333
13.49,467154.0,136086.25,34021.5625
13.5,1384.0,415.48,415.48
13.51,60543.0,13331.49,3332.8725
13.52,86480.0,14511.94,14511.94
13.53,131866.75,33701.34,16850.67
13.54,69168.0,11266.42,11266.42
13.55,138320.0,32112.32,16056.16
13.56,51864.0,11965.51,11965.51
13.57,113223.3,31114.809999999998,10371.603333333333
13.59,88570.25,20065.179999999997,10032.589999999998
13.6,239328.0,89058.06,29686.02
13.61,133472.55,52030.72,26015.36
13.62,76014.4,23422.41,7807.47
13.63,276384.0,82887.49,41443.745
13.64,120472.2,28155.809999999998,7038.952499999999
13.65,17270.0,5181.21,5181.21
13.67,297061.53,53988.91,13497.2275
13.68,166079.68,39825.9,4425.1
13.69,49196.7,18232.41,6077.47
13.7,4315.0,917.28,917.28
13.71,5695.14,1128.1,564.05
13.72,17256.0,6611.5,6611.5
13.73,258810.0,45460.18,45460.18
13.74,79790.5,19605.940000000002,6535.313333333334
13.75,217350.0,77208.26000000001,25736.08666666667
13.76,8624.0,2522.48,1261.24
13.77,158663.2,35302.06,11767.353333333333
13.78,11639.7,3756.63,1878.315
13.79,17242.0,2837.23,2837.23
13.8,187054.0,57639.13,11527.826
13.81,155142.0,50055.57,50055.57
13.82,5170.8,2038.1,2038.1
13.83,311073.7,98829.92,24707.48
13.84,6892.799999999999,1708.35,569.4499999999999
13.85,279815.2,50908.490000000005,10181.698
13.86,217503.5,54085.47,27042.735
13.87,13091.76,3402.19,1701.095
13.88,86120.0,31752.67,15876.335
13.89,34444.0,13625.79,13625.79
13.9,73701.6,22402.690000000002,7467.563333333334
13.91,111917.0,41970.689999999995,20985.344999999998
13.92,51648.0,14870.19,7435.095
13.93,62400.75,19657.61,6552.536666666667
13.96,10755.0,3480.94,3480.94
13.97,24518.550000000003,7247.4,1811.85
13.98,107525.0,20778.190000000002,10389.095000000001
13.99,4300.5,1430.79,1430.79
14.01,32246.25,9864.04,3288.013333333334
14.02,86839.8,14523.0,3630.75
14.03,196183.54,62061.07,15515.2675
14.04,687.68,201.53,201.53
14.05,159952.95,42898.98,7149.830000000001
14.06,208404.5,46475.42,11618.855
14.07,48120.8,14328.37,4776.123333333334
14.08,45108.0,15557.5,7778.75
14.09,51546.0,13677.17,13677.17
14.1,150325.0,40686.62,13562.206666666667
14.11,15030.75,3441.4700000000003,1720.7350000000001
14.12,21470.0,6194.24,3097.12
14.13,124511.5,33051.31,8262.8275
14.14,68688.0,22215.64,22215.64
14.15,52540.2,13987.32,4662.44
14.16,127043.2,26951.41,8983.803333333333
14.17,141104.52000000002,24828.1,8276.033333333333
14.18,87879.68,33593.75,16796.875
14.19,5148.6,840.46,840.46
14.2,20592.0,3707.24,1235.7466666666667
14.21,79012.59,24348.21,4058.035
14.22,535267.2,158147.81999999998,31629.563999999995
14.24,143648.0,54548.29,18182.763333333332
14.25,226380.0,68921.64,22973.88
14.26,37296.9,9699.56,4849.78
14.27,231471.0,70398.01000000001,35199.005000000005
14.28,45431.6,17324.079999999998,8662.039999999999
14.29,107137.5,27357.399999999998,13678.699999999999
14.3,235675.0,63246.93,15811.7325
14.31,233933.7,70621.49,17655.3725
14.32,103330.08,34988.34,4373.5425
14.33,248100.32,50496.28,16832.093333333334
14.34,256980.0,54383.95,54383.95
14.35,85650.0,33475.979999999996,16737.989999999998
14.36,20553.6,7024.73,7024.73
14.37,196949.0,49185.36,16395.12
14.38,8562.0,3050.48,3050.48
14.39,50167.46000000001,16695.73,4173.9325
14.4,1369.6,501.23,501.23
14.41,1369.44,268.02,268.02
14.42,308088.0,70765.02,17691.255
14.44,43207.8,9620.71,4810.355
14.46,42684.46,15028.71,5009.57
14.47,43620.3,10827.8,5413.9
14.48,210379.2,61459.19,30729.595
14.5,43605.0,14747.19,4915.7300000000005
14.51,163285.9,49708.57,12427.1425
14.52,130784.4,43562.25,14520.75
14.53,69658.05,13503.3,3375.825
14.54,8546.0,2728.9700000000003,1364.4850000000001
14.55,6408.75,1388.04,1388.04
14.56,119616.0,23755.42,11877.71
14.57,205032.0,81122.75,81122.75
14.58,242165.7,56150.0,14037.5
14.59,3843.45,673.21,673.21
14.6,222040.0,49015.38,16338.46
14.61,188541.12,36327.979999999996,7265.596
14.62,11270.16,2378.6099999999997,1189.3049999999998
14.63,41404.45,13362.339999999998,3340.5849999999996
14.64,217668.0,61782.67,30891.335
14.65,30726.0,7622.47,7622.47
14.66,1365.44,435.01,435.01
14.67,230391.0,88745.32,44372.66
